"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 21, 2013","2,177.91","2,236.40","2,245.12","2,173.86","45.68B","-2.97%"
"Apr 14, 2013","2,244.64","2,199.91","2,250.11","2,165.78","40.12B","1.72%"
"Apr 07, 2013","2,206.78","2,196.24","2,242.48","2,180.67","39.03B","-0.83%"
"Mar 31, 2013","2,225.30","2,229.46","2,253.42","2,217.25","24.89B","-0.51%"
"Mar 24, 2013","2,236.62","2,334.73","2,344.89","2,228.81","51.10B","-3.94%"
"Mar 17, 2013","2,328.28","2,267.29","2,332.00","2,232.02","53.23B","2.19%"
"Mar 10, 2013","2,278.40","2,314.68","2,333.29","2,250.01","48.95B","-1.73%"
"Mar 03, 2013","2,318.61","2,332.08","2,352.02","2,259.25","67.28B","-1.73%"
"Feb 24, 2013","2,359.51","2,320.62","2,369.65","2,289.89","55.11B","1.96%"
"Feb 17, 2013","2,314.16","2,441.91","2,444.80","2,308.76","59.10B","-4.86%"
"Feb 03, 2013","2,432.40","2,425.92","2,443.03","2,394.22","66.40B","0.55%"
"Jan 27, 2013","2,419.02","2,295.35","2,421.15","2,295.35","70.06B","5.57%"
"Jan 20, 2013","2,291.30","2,321.49","2,362.94","2,287.30","65.60B","-1.11%"
"Jan 13, 2013","2,317.07","2,236.29","2,332.78","2,235.11","70.84B","3.30%"
"Jan 06, 2013","2,243.00","2,271.66","2,295.48","2,234.95","60.82B","-1.49%"
"Dec 30, 2012","2,276.99","2,236.46","2,296.11","2,236.46","26.75B","1.96%"
"Dec 23, 2012","2,233.25","2,150.65","2,234.87","2,146.86","58.86B","3.71%"
"Dec 16, 2012","2,153.31","2,152.10","2,190.40","2,142.95","56.75B","0.12%"
"Dec 09, 2012","2,150.63","2,067.32","2,152.50","2,059.47","52.05B","4.31%"
"Dec 02, 2012","2,061.79","1,977.25","2,065.74","1,949.46","44.06B","4.12%"
"Nov 25, 2012","1,980.12","2,023.34","2,027.27","1,959.33","25.83B","-2.33%"
"Nov 18, 2012","2,027.38","2,013.25","2,034.88","1,995.17","23.83B","0.63%"
"Nov 11, 2012","2,014.72","2,069.21","2,079.57","2,001.72","26.60B","-2.63%"
"Nov 04, 2012","2,069.07","2,113.33","2,123.33","2,062.42","32.31B","-2.27%"
"Oct 28, 2012","2,117.05","2,061.85","2,119.22","2,053.09","33.32B","2.46%"
"Oct 21, 2012","2,066.21","2,118.52","2,138.03","2,058.06","36.97B","-2.92%"
"Oct 14, 2012","2,128.30","2,105.02","2,137.69","2,085.11","32.65B","1.11%"
