"Date","Price","Open","High","Low","Change %"
"Jan 17, 2017","6.048","6.048","6.048","6.048","-0.03%"
"Jan 16, 2017","6.050","6.050","6.050","6.050","-0.02%"
"Jan 13, 2017","6.051","6.051","6.051","6.051","-0.21%"
"Jan 12, 2017","6.064","6.064","6.064","6.064","-0.20%"
"Jan 11, 2017","6.076","6.076","6.076","6.076","-0.28%"
"Jan 10, 2017","6.093","6.093","6.093","6.093","-0.16%"
"Jan 09, 2017","6.103","6.103","6.103","6.103","0.00%"
"Jan 06, 2017","6.103","6.103","6.103","6.103","0.15%"
"Jan 05, 2017","6.094","6.094","6.094","6.094","0.02%"
"Jan 04, 2017","6.093","6.093","6.093","6.093","-0.02%"
"Jan 03, 2017","6.094","6.094","6.094","6.094","-0.02%"
"Jan 02, 2017","6.095","6.095","6.095","6.095","0.00%"
"Dec 30, 2016","6.095","6.095","6.095","6.095","0.02%"
"Dec 29, 2016","6.094","6.094","6.094","6.094","-0.03%"
"Dec 28, 2016","6.096","6.096","6.096","6.096","0.00%"
"Dec 27, 2016","6.096","6.096","6.096","6.096","-0.02%"
"Dec 26, 2016","6.097","6.097","6.097","6.097","-0.10%"
"Dec 23, 2016","6.103","6.103","6.103","6.103","-0.31%"
"Dec 22, 2016","6.122","6.122","6.122","6.122","0.29%"
"Dec 21, 2016","6.104","6.104","6.104","6.104","-0.02%"
"Dec 20, 2016","6.105","6.105","6.105","6.105","0.00%"
"Dec 19, 2016","6.105","6.105","6.105","6.105","-0.03%"
"Dec 16, 2016","6.107","6.107","6.107","6.107","0.28%"
"Dec 15, 2016","6.090","6.090","6.090","6.090","0.66%"
"Dec 14, 2016","6.050","6.050","6.050","6.050","-0.08%"
"Dec 13, 2016","6.055","6.055","6.055","6.055","0.12%"
"Dec 12, 2016","6.048","6.048","6.048","6.048","0.17%"
"Dec 09, 2016","6.038","6.038","6.038","6.038","0.00%"
"Dec 08, 2016","6.038","6.038","6.038","6.038","0.00%"
"Dec 07, 2016","6.038","6.038","6.038","6.038","-0.02%"
"Dec 06, 2016","6.039","6.039","6.039","6.039","0.00%"
"Dec 05, 2016","6.039","6.039","6.039","6.039","-0.20%"
"Dec 02, 2016","6.051","6.051","6.051","6.051","0.08%"
"Dec 01, 2016","6.046","6.046","6.046","6.046","0.00%"
"Nov 30, 2016","6.046","6.046","6.046","6.046","-0.07%"
"Nov 29, 2016","6.050","6.050","6.050","6.050","-0.17%"
"Nov 28, 2016","6.060","6.060","6.060","6.060","0.00%"
"Nov 25, 2016","6.060","6.060","6.060","6.060","0.00%"
"Nov 24, 2016","6.060","6.060","6.060","6.060","-0.02%"
"Nov 23, 2016","6.061","6.061","6.061","6.061","-0.02%"
"Nov 22, 2016","6.062","6.062","6.062","6.062","-0.57%"
"Nov 21, 2016","6.097","6.097","6.097","6.097","0.00%"
"Nov 18, 2016","6.097","6.097","6.097","6.097","-0.05%"
"Nov 17, 2016","6.100","6.100","6.100","6.100","1.13%"
"Nov 16, 2016","6.032","6.032","6.032","6.032","0.57%"
"Nov 15, 2016","5.998","5.998","5.998","5.998","0.05%"
"Nov 14, 2016","5.995","5.995","5.995","5.995","0.07%"
"Nov 11, 2016","5.991","5.991","5.991","5.991","-0.17%"
"Nov 10, 2016","6.001","6.001","6.001","6.001","0.00%"
"Nov 09, 2016","6.001","6.001","6.001","6.001","0.07%"
"Nov 08, 2016","5.997","5.997","5.997","5.997","0.39%"
"Nov 07, 2016","5.974","5.974","5.974","5.974","0.00%"
"Nov 04, 2016","5.974","5.974","5.974","5.974","0.08%"
"Nov 03, 2016","5.969","5.969","5.969","5.969","-0.02%"
"Nov 02, 2016","5.970","5.970","5.970","5.970","0.00%"
"Nov 01, 2016","5.970","5.970","5.970","5.970","-0.02%"
"Oct 31, 2016","5.971","5.971","5.971","5.971","-0.03%"
"Oct 28, 2016","5.973","5.973","5.973","5.973","0.00%"
"Oct 27, 2016","5.973","5.973","5.973","5.973","-0.03%"
"Oct 26, 2016","5.975","5.975","5.975","5.975","-0.18%"
"Oct 25, 2016","5.986","5.986","5.986","5.986","0.05%"
"Oct 24, 2016","5.983","5.983","5.983","5.983","-0.15%"
"Oct 21, 2016","5.992","5.992","5.992","5.992","-0.45%"
"Oct 20, 2016","6.019","6.019","6.019","6.019","-0.10%"
"Oct 19, 2016","6.025","6.025","6.025","6.025","-0.51%"
"Oct 18, 2016","6.056","6.056","6.056","6.056","0.18%"
"Oct 17, 2016","6.045","6.045","6.045","6.045","0.40%"
"Oct 15, 2016","6.021","6.021","6.021","6.021","0.00%"
"Oct 14, 2016","6.021","6.021","6.021","6.021","0.42%"
"Oct 13, 2016","5.996","5.996","5.996","5.996","0.00%"
"Oct 12, 2016","5.996","5.996","5.996","5.996","0.22%"
"Oct 11, 2016","5.983","5.983","5.983","5.983","0.00%"
"Oct 10, 2016","5.983","5.983","5.983","5.983","-0.65%"
"Oct 07, 2016","6.022","6.022","6.022","6.022","0.00%"
"Oct 06, 2016","6.022","6.022","6.022","6.022","-2.08%"
"Oct 05, 2016","6.150","6.150","6.150","6.150","-0.82%"
"Oct 04, 2016","6.201","6.201","6.201","6.201","-0.83%"
"Oct 03, 2016","6.253","6.253","6.253","6.253","0.56%"
"Sep 30, 2016","6.218","6.218","6.218","6.218","0.21%"
"Sep 29, 2016","6.205","6.205","6.205","6.205","0.15%"
"Sep 28, 2016","6.196","6.196","6.196","6.196","-1.84%"
"Sep 27, 2016","6.312","6.312","6.312","6.312","-1.61%"
"Sep 26, 2016","6.415","6.415","6.415","6.415","-0.11%"
"Sep 25, 2016","6.422","6.422","6.422","6.422","0.00%"
"Sep 24, 2016","6.422","6.422","6.422","6.422","0.00%"
"Sep 23, 2016","6.422","6.422","6.422","6.422","-2.00%"
"Sep 22, 2016","6.553","6.553","6.553","6.553","-1.37%"
"Sep 21, 2016","6.644","6.644","6.644","6.644","-0.09%"
"Sep 20, 2016","6.650","6.650","6.650","6.650","-0.02%"
"Sep 19, 2016","6.651","6.651","6.651","6.651","-0.21%"
"Sep 17, 2016","6.665","6.665","6.665","6.665","0.00%"
"Sep 16, 2016","6.665","6.665","6.665","6.665","-1.45%"
"Sep 15, 2016","6.763","6.763","6.763","6.763","0.00%"
"Sep 14, 2016","6.763","6.763","6.763","6.763","0.00%"
"Sep 13, 2016","6.763","6.763","6.763","6.763","0.00%"
"Sep 12, 2016","6.763","6.763","6.763","6.763","0.00%"
"Sep 09, 2016","6.763","6.763","6.763","6.763","-0.37%"
"Sep 08, 2016","6.788","6.788","6.788","6.788","-0.04%"
"Sep 07, 2016","6.791","6.791","6.791","6.791","-0.13%"
"Sep 06, 2016","6.800","6.800","6.800","6.800","-0.06%"
"Sep 05, 2016","6.804","6.804","6.804","6.804","-0.44%"
"Sep 02, 2016","6.834","6.834","6.834","6.834","0.00%"
"Sep 01, 2016","6.834","6.834","6.834","6.834","-0.01%"
"Aug 31, 2016","6.835","6.835","6.835","6.835","-0.01%"
"Aug 30, 2016","6.836","6.836","6.836","6.836","0.00%"
"Aug 29, 2016","6.836","6.836","6.836","6.836","0.00%"
"Aug 26, 2016","6.836","6.836","6.836","6.836","0.03%"
"Aug 25, 2016","6.834","6.834","6.834","6.834","-0.32%"
"Aug 24, 2016","6.856","6.856","6.856","6.856","-0.15%"
"Aug 23, 2016","6.866","6.866","6.866","6.866","-0.20%"
"Aug 22, 2016","6.880","6.880","6.880","6.880","0.00%"
"Aug 19, 2016","6.880","6.880","6.880","6.880","-0.03%"
"Aug 18, 2016","6.882","6.882","6.882","6.882","-0.13%"
"Aug 17, 2016","6.891","6.891","6.891","6.891","-0.01%"
"Aug 16, 2016","6.892","6.892","6.892","6.892","-0.07%"
"Aug 15, 2016","6.897","6.897","6.897","6.897","-0.35%"
"Aug 14, 2016","6.921","6.921","6.921","6.921","0.00%"
"Aug 13, 2016","6.921","6.921","6.921","6.921","0.00%"
"Aug 12, 2016","6.921","6.921","6.921","6.921","-0.03%"
"Aug 11, 2016","6.923","6.923","6.923","6.923","-0.01%"
"Aug 10, 2016","6.924","6.924","6.924","6.924","0.00%"
"Aug 09, 2016","6.924","6.924","6.924","6.924","0.00%"
"Aug 08, 2016","6.924","6.924","6.924","6.924","-0.01%"
"Aug 06, 2016","6.925","6.925","6.925","6.925","0.00%"
"Aug 05, 2016","6.925","6.925","6.925","6.925","0.00%"
"Aug 04, 2016","6.925","6.925","6.925","6.925","-0.06%"
"Aug 03, 2016","6.929","6.929","6.929","6.929","0.07%"
"Aug 02, 2016","6.924","6.924","6.924","6.924","0.09%"
"Aug 01, 2016","6.918","6.918","6.918","6.918","-0.04%"
"Jul 29, 2016","6.921","6.921","6.921","6.921","0.01%"
"Jul 28, 2016","6.920","6.920","6.920","6.920","-0.03%"
"Jul 27, 2016","6.922","6.922","6.922","6.922","0.00%"
"Jul 26, 2016","6.922","6.922","6.922","6.922","-0.09%"
"Jul 25, 2016","6.928","6.928","6.928","6.928","0.03%"
"Jul 22, 2016","6.926","6.926","6.926","6.926","0.00%"
"Jul 21, 2016","6.926","6.926","6.926","6.926","0.01%"
"Jul 20, 2016","6.925","6.925","6.925","6.925","-0.16%"
"Jul 19, 2016","6.936","6.936","6.936","6.936","0.00%"
"Jul 15, 2016","6.936","6.936","6.936","6.936","0.00%"
"Jul 14, 2016","6.936","6.936","6.936","6.936","-0.03%"
"Jul 13, 2016","6.938","6.938","6.938","6.938","0.00%"
"Jul 12, 2016","6.938","6.938","6.938","6.938","0.00%"
"Jul 11, 2016","6.938","6.938","6.938","6.938","0.26%"
"Jul 08, 2016","6.920","6.920","6.920","6.920","0.01%"
"Jul 07, 2016","6.919","6.919","6.919","6.919","0.16%"
"Jul 06, 2016","6.908","6.908","6.908","6.908","0.00%"
"Jul 05, 2016","6.908","6.908","6.908","6.908","0.00%"
"Jul 04, 2016","6.908","6.908","6.908","6.908","-0.01%"
"Jul 01, 2016","6.909","6.909","6.909","6.909","0.14%"
"Jun 30, 2016","6.899","6.899","6.899","6.899","0.03%"
"Jun 29, 2016","6.897","6.897","6.897","6.897","0.04%"
"Jun 28, 2016","6.894","6.894","6.894","6.894","-0.03%"
"Jun 27, 2016","6.896","6.896","6.896","6.896","0.00%"
"Jun 24, 2016","6.896","6.896","6.896","6.896","-0.07%"
"Jun 23, 2016","6.901","6.901","6.901","6.901","0.01%"
"Jun 22, 2016","6.900","6.900","6.900","6.900","-0.04%"
"Jun 21, 2016","6.903","6.903","6.903","6.903","0.03%"
"Jun 20, 2016","6.901","6.901","6.901","6.901","-0.07%"
"Jun 17, 2016","6.906","6.906","6.906","6.906","0.01%"
"Jun 16, 2016","6.905","6.905","6.905","6.905","0.04%"
"Jun 15, 2016","6.902","6.902","6.902","6.902","-0.03%"
"Jun 14, 2016","6.904","6.904","6.904","6.904","0.00%"
"Jun 13, 2016","6.904","6.904","6.904","6.904","-0.01%"
"Jun 10, 2016","6.905","6.905","6.905","6.905","-0.55%"
"Jun 09, 2016","6.943","6.943","6.943","6.943","0.00%"
"Jun 08, 2016","6.943","6.943","6.943","6.943","0.00%"
"Jun 07, 2016","6.943","6.943","6.943","6.943","0.00%"
"Jun 06, 2016","6.943","6.943","6.943","6.943","0.00%"
"Jun 03, 2016","6.943","6.943","6.943","6.943","0.00%"
"Jun 02, 2016","6.943","6.943","6.943","6.943","0.00%"
"Jun 01, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 31, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 30, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 27, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 26, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 25, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 24, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 23, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 20, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 19, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 18, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 17, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 16, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 13, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 12, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 11, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 10, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 09, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 06, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 05, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 04, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 03, 2016","6.943","6.943","6.943","6.943","0.00%"
"May 02, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 29, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 28, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 27, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 26, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 25, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 22, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 21, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 20, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 19, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 18, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 15, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 14, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 13, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 12, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 11, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 08, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 07, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 06, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 05, 2016","6.943","6.943","6.943","6.943","0.00%"
"Apr 04, 2016","6.943","6.943","6.943","6.943","1.09%"
"Apr 01, 2016","6.868","6.868","6.868","6.868","0.00%"
"Mar 31, 2016","6.868","6.868","6.868","6.868","-0.09%"
"Mar 30, 2016","6.874","6.874","6.874","6.874","0.00%"
"Mar 29, 2016","6.874","6.874","6.874","6.874","0.00%"
"Mar 28, 2016","6.874","6.874","6.874","6.874","-0.01%"
"Mar 25, 2016","6.875","6.875","6.875","6.875","0.00%"
"Mar 24, 2016","6.875","6.875","6.875","6.875","0.00%"
"Mar 23, 2016","6.875","6.875","6.875","6.875","0.04%"
"Mar 22, 2016","6.872","6.872","6.872","6.872","0.00%"
"Mar 21, 2016","6.872","6.872","6.872","6.872","-0.06%"
"Mar 18, 2016","6.876","6.876","6.876","6.876","0.00%"
"Mar 17, 2016","6.876","6.876","6.876","6.876","0.06%"
"Mar 16, 2016","6.872","6.872","6.872","6.872","0.00%"
"Mar 15, 2016","6.872","6.872","6.872","6.872","0.13%"
"Mar 14, 2016","6.863","6.863","6.863","6.863","0.00%"
"Mar 11, 2016","6.863","6.863","6.863","6.863","0.00%"
"Mar 10, 2016","6.863","6.863","6.863","6.863","-0.42%"
"Mar 09, 2016","6.892","6.892","6.892","6.892","0.03%"
"Mar 08, 2016","6.890","6.890","6.890","6.890","0.38%"
"Mar 07, 2016","6.864","6.864","6.864","6.864","-0.10%"
"Mar 04, 2016","6.871","6.871","6.871","6.871","0.00%"
"Mar 03, 2016","6.871","6.871","6.871","6.871","0.00%"
"Mar 02, 2016","6.871","6.871","6.871","6.871","0.07%"
"Mar 01, 2016","6.866","6.866","6.866","6.866","0.04%"
"Feb 29, 2016","6.863","6.863","6.863","6.863","-0.19%"
"Feb 26, 2016","6.876","6.876","6.876","6.876","-0.01%"
"Feb 25, 2016","6.877","6.877","6.877","6.877","-0.91%"
"Feb 24, 2016","6.940","6.940","6.940","6.940","0.00%"
"Feb 23, 2016","6.940","6.940","6.940","6.940","-0.06%"
"Feb 22, 2016","6.944","6.944","6.944","6.944","0.19%"
"Feb 19, 2016","6.931","6.931","6.931","6.931","-0.86%"
"Feb 18, 2016","6.991","6.991","6.991","6.991","-0.21%"
"Feb 17, 2016","7.006","7.006","7.006","7.006","-1.24%"
"Feb 16, 2016","7.094","7.094","7.094","7.094","-0.01%"
"Feb 15, 2016","7.095","7.095","7.095","7.095","0.51%"
"Feb 14, 2016","7.059","7.059","7.059","7.059","0.00%"
"Feb 12, 2016","7.059","7.059","7.059","7.059","0.00%"
"Feb 11, 2016","7.059","7.059","7.059","7.059","0.00%"
"Feb 10, 2016","7.059","7.059","7.059","7.059","0.00%"
"Feb 09, 2016","7.059","7.059","7.059","7.059","0.00%"
"Feb 08, 2016","7.059","7.059","7.059","7.059","0.00%"
"Feb 05, 2016","7.059","7.059","7.059","7.059","0.27%"
"Feb 04, 2016","7.040","7.040","7.040","7.040","-0.10%"
"Feb 03, 2016","7.047","7.047","7.047","7.047","0.00%"
"Feb 02, 2016","7.047","7.047","7.047","7.047","-0.06%"
"Feb 01, 2016","7.051","7.051","7.051","7.051","0.20%"
"Jan 29, 2016","7.037","7.037","7.037","7.037","-0.30%"
"Jan 28, 2016","7.058","7.058","7.058","7.058","0.18%"
"Jan 27, 2016","7.045","7.045","7.045","7.045","-0.20%"
"Jan 26, 2016","7.059","7.059","7.059","7.059","0.00%"
"Jan 25, 2016","7.059","7.059","7.059","7.059","0.03%"
"Jan 22, 2016","7.057","7.057","7.057","7.057","0.03%"
"Jan 21, 2016","7.055","7.055","7.055","7.055","0.00%"
"Jan 20, 2016","7.055","7.055","7.055","7.055","0.00%"
"Jan 19, 2016","7.055","7.055","7.055","7.055","-0.31%"
"Jan 18, 2016","7.077","7.077","7.077","7.077","0.25%"
"Jan 15, 2016","7.059","7.059","7.059","7.059","0.03%"
"Jan 14, 2016","7.057","7.057","7.057","7.057","0.00%"
"Jan 13, 2016","7.057","7.057","7.057","7.057","0.06%"
"Jan 12, 2016","7.053","7.053","7.053","7.053","0.00%"
"Jan 11, 2016","7.053","7.053","7.053","7.053","-0.01%"
"Jan 10, 2016","7.054","7.054","7.054","7.054","0.00%"
"Jan 08, 2016","7.054","7.054","7.054","7.054","0.00%"
"Jan 07, 2016","7.054","7.054","7.054","7.054","0.00%"
"Jan 06, 2016","7.054","7.054","7.054","7.054","0.00%"
"Jan 05, 2016","7.054","7.054","7.054","7.054","-0.31%"
"Jan 04, 2016","7.076","7.076","7.076","7.076","0.34%"
"Jan 01, 2016","7.052","7.052","7.052","7.052","0.00%"
"Dec 31, 2015","7.052","7.052","7.052","7.052","0.00%"
"Dec 30, 2015","7.052","7.052","7.052","7.052","-0.06%"
"Dec 29, 2015","7.056","7.056","7.056","7.056","0.06%"
"Dec 28, 2015","7.052","7.052","7.052","7.052","-0.06%"
"Dec 25, 2015","7.056","7.056","7.056","7.056","-0.01%"
"Dec 24, 2015","7.057","7.057","7.057","7.057","0.00%"
"Dec 23, 2015","7.057","7.057","7.057","7.057","0.00%"
"Dec 22, 2015","7.057","7.057","7.057","7.057","0.00%"
"Dec 21, 2015","7.057","7.057","7.057","7.057","-0.01%"
"Dec 18, 2015","7.058","7.058","7.058","7.058","-0.14%"
"Dec 17, 2015","7.068","7.068","7.068","7.068","0.00%"
"Dec 16, 2015","7.068","7.068","7.068","7.068","0.04%"
"Dec 15, 2015","7.065","7.065","7.065","7.065","0.06%"
"Dec 14, 2015","7.061","7.061","7.061","7.061","0.04%"
"Dec 11, 2015","7.058","7.058","7.058","7.058","0.00%"
"Dec 10, 2015","7.058","7.058","7.058","7.058","0.00%"
"Dec 09, 2015","7.058","7.058","7.058","7.058","-0.06%"
"Dec 08, 2015","7.062","7.062","7.062","7.062","0.04%"
"Dec 07, 2015","7.059","7.059","7.059","7.059","-0.11%"
"Dec 04, 2015","7.067","7.067","7.067","7.067","0.00%"
"Dec 03, 2015","7.067","7.067","7.067","7.067","0.00%"
"Dec 02, 2015","7.067","7.067","7.067","7.067","0.10%"
"Dec 01, 2015","7.060","7.060","7.060","7.060","0.00%"
"Nov 30, 2015","7.060","7.060","7.060","7.060","-0.51%"
"Nov 27, 2015","7.096","7.096","7.096","7.096","0.00%"
"Nov 26, 2015","7.096","7.096","7.096","7.096","0.35%"
"Nov 25, 2015","7.071","7.071","7.071","7.071","0.00%"
"Nov 24, 2015","7.071","7.071","7.071","7.071","0.10%"
"Nov 23, 2015","7.064","7.064","7.064","7.064","-0.08%"
"Nov 22, 2015","7.070","7.070","7.070","7.070","0.00%"
"Nov 20, 2015","7.070","7.070","7.070","7.070","-0.38%"
"Nov 19, 2015","7.097","7.097","7.097","7.097","-0.17%"
"Nov 18, 2015","7.109","7.109","7.109","7.109","0.00%"
"Nov 17, 2015","7.109","7.109","7.109","7.109","0.77%"
"Nov 16, 2015","7.055","7.055","7.055","7.055","0.00%"
"Nov 13, 2015","7.055","7.055","7.055","7.055","-0.37%"
"Nov 12, 2015","7.081","7.081","7.081","7.081","-0.04%"
"Nov 11, 2015","7.084","7.084","7.084","7.084","0.06%"
"Nov 10, 2015","7.080","7.080","7.080","7.080","0.23%"
"Nov 09, 2015","7.064","7.064","7.064","7.064","-0.01%"
"Nov 06, 2015","7.065","7.065","7.065","7.065","-0.06%"
"Nov 05, 2015","7.069","7.069","7.069","7.069","0.30%"
"Nov 04, 2015","7.048","7.048","7.048","7.048","0.03%"
"Nov 03, 2015","7.046","7.046","7.046","7.046","-0.23%"
"Nov 02, 2015","7.062","7.062","7.062","7.062","0.00%"
"Oct 30, 2015","7.062","7.062","7.062","7.062","-0.48%"
"Oct 29, 2015","7.096","7.096","7.096","7.096","0.60%"
"Oct 28, 2015","7.054","7.054","7.054","7.054","-0.01%"
"Oct 27, 2015","7.055","7.055","7.055","7.055","0.03%"
"Oct 26, 2015","7.053","7.053","7.053","7.053","0.23%"
"Oct 23, 2015","7.037","7.037","7.037","7.037","0.10%"
"Oct 22, 2015","7.030","7.030","7.030","7.030","0.06%"
"Oct 21, 2015","7.026","7.026","7.026","7.026","0.00%"
"Oct 20, 2015","7.026","7.026","7.026","7.026","-0.17%"
"Oct 19, 2015","7.038","7.038","7.038","7.038","0.10%"
"Oct 18, 2015","7.031","7.031","7.031","7.031","0.00%"
"Oct 16, 2015","7.031","7.031","7.031","7.031","0.06%"
"Oct 15, 2015","7.027","7.027","7.027","7.027","0.29%"
"Oct 14, 2015","7.007","7.007","7.007","7.007","0.00%"
"Oct 13, 2015","7.007","7.007","7.007","7.007","0.00%"
"Oct 12, 2015","7.007","7.007","7.007","7.007","-0.01%"
"Oct 09, 2015","7.008","7.008","7.008","7.008","-0.11%"
"Oct 08, 2015","7.016","7.016","7.016","7.016","0.14%"
"Oct 07, 2015","7.006","7.006","7.006","7.006","-0.28%"
"Oct 06, 2015","7.026","7.026","7.026","7.026","-0.04%"
"Oct 05, 2015","7.029","7.029","7.029","7.029","-0.23%"
"Oct 03, 2015","7.045","7.045","7.045","7.045","0.00%"
"Oct 02, 2015","7.045","7.045","7.045","7.045","-0.20%"
"Oct 01, 2015","7.059","7.059","7.059","7.059","0.26%"
"Sep 30, 2015","7.041","7.041","7.041","7.041","-0.07%"
"Sep 29, 2015","7.046","7.046","7.046","7.046","-0.20%"
"Sep 28, 2015","7.060","7.060","7.060","7.060","0.00%"
"Sep 27, 2015","7.060","7.060","7.060","7.060","0.00%"
"Sep 25, 2015","7.060","7.060","7.060","7.060","0.36%"
"Sep 24, 2015","7.035","7.035","7.035","7.035","0.00%"
"Sep 23, 2015","7.035","7.035","7.035","7.035","0.00%"
"Sep 22, 2015","7.035","7.035","7.035","7.035","-0.71%"
"Sep 21, 2015","7.085","7.085","7.085","7.085","0.20%"
"Sep 18, 2015","7.071","7.071","7.071","7.071","0.37%"
"Sep 17, 2015","7.045","7.045","7.045","7.045","0.00%"
"Sep 16, 2015","7.045","7.045","7.045","7.045","0.00%"
"Sep 15, 2015","7.045","7.045","7.045","7.045","0.00%"
"Sep 14, 2015","7.045","7.045","7.045","7.045","0.26%"
"Sep 11, 2015","7.027","7.027","7.027","7.027","0.23%"
"Sep 10, 2015","7.011","7.011","7.011","7.011","0.00%"
"Sep 09, 2015","7.011","7.011","7.011","7.011","-0.06%"
"Sep 08, 2015","7.015","7.015","7.015","7.015","0.06%"
"Sep 07, 2015","7.011","7.011","7.011","7.011","0.11%"
"Sep 04, 2015","7.003","7.003","7.003","7.003","0.00%"
"Sep 03, 2015","7.003","7.003","7.003","7.003","0.01%"
"Sep 02, 2015","7.002","7.002","7.002","7.002","0.00%"
"Sep 01, 2015","7.002","7.002","7.002","7.002","0.00%"
"Aug 31, 2015","7.002","7.002","7.002","7.002","-0.41%"
"Aug 28, 2015","7.031","7.031","7.031","7.031","0.11%"
"Aug 27, 2015","7.023","7.023","7.023","7.023","0.00%"
"Aug 26, 2015","7.023","7.023","7.023","7.023","0.16%"
"Aug 25, 2015","7.012","7.012","7.012","7.012","1.07%"
"Aug 24, 2015","6.938","6.938","6.938","6.938","0.29%"
"Aug 21, 2015","6.918","6.918","6.918","6.918","-1.03%"
"Aug 20, 2015","6.990","6.990","6.990","6.990","0.00%"
"Aug 19, 2015","6.990","6.990","6.990","6.990","1.22%"
"Aug 18, 2015","6.906","6.906","6.906","6.906","-0.01%"
"Aug 17, 2015","6.907","6.907","6.907","6.907","0.48%"
"Aug 14, 2015","6.874","6.874","6.874","6.874","1.21%"
"Aug 13, 2015","6.792","6.792","6.792","6.792","-0.03%"
"Aug 12, 2015","6.794","6.794","6.794","6.794","0.28%"
"Aug 11, 2015","6.775","6.775","6.775","6.775","0.00%"
"Aug 10, 2015","6.775","6.775","6.775","6.775","0.00%"
"Aug 07, 2015","6.775","6.775","6.775","6.775","0.30%"
"Aug 06, 2015","6.755","6.755","6.755","6.755","-0.87%"
"Aug 05, 2015","6.814","6.814","6.814","6.814","0.56%"
"Aug 04, 2015","6.776","6.776","6.776","6.776","0.00%"
"Aug 03, 2015","6.776","6.776","6.776","6.776","0.00%"
"Jul 31, 2015","6.776","6.776","6.776","6.776","0.00%"
"Jul 30, 2015","6.776","6.776","6.776","6.776","-0.15%"
"Jul 29, 2015","6.786","6.786","6.786","6.786","-0.01%"
"Jul 28, 2015","6.787","6.787","6.787","6.787","0.27%"
"Jul 27, 2015","6.769","6.769","6.769","6.769","0.00%"
"Jul 24, 2015","6.769","6.769","6.769","6.769","0.00%"
"Jul 23, 2015","6.769","6.769","6.769","6.769","-0.03%"
"Jul 22, 2015","6.771","6.771","6.771","6.771","0.00%"
"Jul 21, 2015","6.771","6.771","6.771","6.771","-0.13%"
"Jul 20, 2015","6.780","6.780","6.780","6.780","0.25%"
"Jul 18, 2015","6.763","6.763","6.763","6.763","0.00%"
"Jul 17, 2015","6.763","6.763","6.763","6.763","0.00%"
"Jul 16, 2015","6.763","6.763","6.763","6.763","-0.29%"
"Jul 15, 2015","6.783","6.783","6.783","6.783","0.06%"
"Jul 14, 2015","6.779","6.779","6.779","6.779","0.15%"
"Jul 13, 2015","6.769","6.769","6.769","6.769","0.49%"
"Jul 10, 2015","6.736","6.736","6.736","6.736","0.00%"
"Jul 09, 2015","6.736","6.736","6.736","6.736","-0.01%"
"Jul 08, 2015","6.737","6.737","6.737","6.737","-0.37%"
"Jul 07, 2015","6.762","6.762","6.762","6.762","0.21%"
"Jul 06, 2015","6.748","6.748","6.748","6.748","-0.16%"
"Jul 03, 2015","6.759","6.759","6.759","6.759","-0.40%"
"Jul 02, 2015","6.786","6.786","6.786","6.786","0.01%"
"Jul 01, 2015","6.785","6.785","6.785","6.785","0.00%"
"Jun 30, 2015","6.785","6.785","6.785","6.785","0.00%"
"Jun 29, 2015","6.785","6.785","6.785","6.785","-0.16%"
